"part_A","num_A","fam_A","name_A","part_B","num_B","fam_B","name_B","criterion"
"3024#1","3024","plate","Plate 1 x 1","3031#1","3031","plate","Plate 4 x 4","touch"
"3024#1","3024","plate","Plate 1 x 1","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","touch"
"3024#1","3024","plate","Plate 1 x 1","3023#2","3023","plate","Plate 1 x 2","stack"
"3024#1","3024","plate","Plate 1 x 1","3020#1","3020","plate","Plate 2 x 4","stack"
"3024#1","3024","plate","Plate 1 x 1","3815#1","3815","other","3815","touch"
"3024#2","3024","plate","Plate 1 x 1","3024#4","3024","plate","Plate 1 x 1","touch"
"3024#2","3024","plate","Plate 1 x 1","3710#4","3710","plate","Plate 1 x 4","touch"
"3024#2","3024","plate","Plate 1 x 1","3031#1","3031","plate","Plate 4 x 4","touch"
"3024#2","3024","plate","Plate 1 x 1","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","touch"
"3024#2","3024","plate","Plate 1 x 1","3023#1","3023","plate","Plate 1 x 2","stack"
"3024#2","3024","plate","Plate 1 x 1","3020#1","3020","plate","Plate 2 x 4","stack"
"3024#2","3024","plate","Plate 1 x 1","3815#1","3815","other","3815","touch"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","tyre-hub"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","973d03#1","973d03","other","973d03","stack"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3815#1","3815","other","3815","touch"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3818#1","3818","other","3818","stack"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3819#1","3819","other","3819","stack"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3820#1","3820","minifig","Minifig Hand","stack"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3820#2","3820","minifig","Minifig Hand","stack"
"3024#3","3024","plate","Plate 1 x 1","3710#4","3710","plate","Plate 1 x 4","touch"
"3024#3","3024","plate","Plate 1 x 1","3031#1","3031","plate","Plate 4 x 4","touch"
"3024#3","3024","plate","Plate 1 x 1","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3024#3","3024","plate","Plate 1 x 1","3023#2","3023","plate","Plate 1 x 2","touch"
"3024#3","3024","plate","Plate 1 x 1","3020#1","3020","plate","Plate 2 x 4","stack"
"3024#3","3024","plate","Plate 1 x 1","3710#5","3710","plate","Plate 1 x 4","stack"
"3024#3","3024","plate","Plate 1 x 1","973d03#1","973d03","other","973d03","stack"
"3024#3","3024","plate","Plate 1 x 1","3815#1","3815","other","3815","touch"
"3024#4","3024","plate","Plate 1 x 1","3710#4","3710","plate","Plate 1 x 4","touch"
"3024#4","3024","plate","Plate 1 x 1","3031#1","3031","plate","Plate 4 x 4","touch"
"3024#4","3024","plate","Plate 1 x 1","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3024#4","3024","plate","Plate 1 x 1","3023#1","3023","plate","Plate 1 x 2","touch"
"3024#4","3024","plate","Plate 1 x 1","3020#1","3020","plate","Plate 2 x 4","stack"
"3024#4","3024","plate","Plate 1 x 1","3710#5","3710","plate","Plate 1 x 4","stack"
"3024#4","3024","plate","Plate 1 x 1","973d03#1","973d03","other","973d03","stack"
"3024#4","3024","plate","Plate 1 x 1","3815#1","3815","other","3815","touch"
"3710#3","3710","plate","Plate 1 x 4","3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","touch"
"3710#3","3710","plate","Plate 1 x 4","3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","touch"
"3710#3","3710","plate","Plate 1 x 4","3021#1","3021","plate","Plate 2 x 3","touch"
"3710#3","3710","plate","Plate 1 x 4","3021#2","3021","plate","Plate 2 x 3","touch"
"3710#3","3710","plate","Plate 1 x 4","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3710#4","3710","plate","Plate 1 x 4","3031#1","3031","plate","Plate 4 x 4","touch"
"3710#4","3710","plate","Plate 1 x 4","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3710#4","3710","plate","Plate 1 x 4","3023#1","3023","plate","Plate 1 x 2","touch"
"3710#4","3710","plate","Plate 1 x 4","3023#2","3023","plate","Plate 1 x 2","touch"
"3710#4","3710","plate","Plate 1 x 4","3020#1","3020","plate","Plate 2 x 4","stack"
"3710#4","3710","plate","Plate 1 x 4","3710#5","3710","plate","Plate 1 x 4","stack"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","3021#1","3021","plate","Plate 2 x 3","touch"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","3021#2","3021","plate","Plate 2 x 3","touch"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","973d03#1","973d03","other","973d03","stack"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","3815#1","3815","other","3815","touch"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","3819#1","3819","other","3819","touch"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","3820#2","3820","minifig","Minifig Hand","touch"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","3816#1","3816","minifig","Leg, Right","stack"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","3817#1","3817","minifig","Leg, Left","stack"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","3021#1","3021","plate","Plate 2 x 3","touch"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","3021#2","3021","plate","Plate 2 x 3","touch"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","973d03#1","973d03","other","973d03","stack"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","3815#1","3815","other","3815","touch"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","3818#1","3818","other","3818","touch"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","3820#1","3820","minifig","Minifig Hand","touch"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","3816#1","3816","minifig","Leg, Right","stack"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","3817#1","3817","minifig","Leg, Left","stack"
"3021#1","3021","plate","Plate 2 x 3","3021#2","3021","plate","Plate 2 x 3","touch"
"3021#1","3021","plate","Plate 2 x 3","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3021#2","3021","plate","Plate 2 x 3","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3031#1","3031","plate","Plate 4 x 4","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3031#1","3031","plate","Plate 4 x 4","3023#1","3023","plate","Plate 1 x 2","touch"
"3031#1","3031","plate","Plate 4 x 4","3023#2","3023","plate","Plate 1 x 2","touch"
"3031#1","3031","plate","Plate 4 x 4","3020#1","3020","plate","Plate 2 x 4","touch"
"3031#1","3031","plate","Plate 4 x 4","3710#5","3710","plate","Plate 1 x 4","stack"
"3031#1","3031","plate","Plate 4 x 4","973d03#1","973d03","other","973d03","stack"
"3031#1","3031","plate","Plate 4 x 4","3815#1","3815","other","3815","touch"
"122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","3641#4","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3020#1","3020","plate","Plate 2 x 4","stack"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3710#6","3710","plate","Plate 1 x 4","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3062b#1","3062b","cone","Brick Round 1 x 1 Open Stud","stack"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3624#1","3624","minifig","Cap, Police Style","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","973d03#1","973d03","other","973d03","stack"
"3023#1","3023","plate","Plate 1 x 2","3020#1","3020","plate","Plate 2 x 4","touch"
"3023#1","3023","plate","Plate 1 x 2","3710#5","3710","plate","Plate 1 x 4","touch"
"3023#2","3023","plate","Plate 1 x 2","3020#1","3020","plate","Plate 2 x 4","touch"
"3023#2","3023","plate","Plate 1 x 2","3710#5","3710","plate","Plate 1 x 4","touch"
"3020#1","3020","plate","Plate 2 x 4","3710#5","3710","plate","Plate 1 x 4","touch"
"3020#1","3020","plate","Plate 2 x 4","3624#1","3624","minifig","Cap, Police Style","stack"
"3020#1","3020","plate","Plate 2 x 4","3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","stack"
"3020#1","3020","plate","Plate 2 x 4","973d03#1","973d03","other","973d03","touch"
"3020#1","3020","plate","Plate 2 x 4","3815#1","3815","other","3815","stack"
"3710#6","3710","plate","Plate 1 x 4","3062b#1","3062b","cone","Brick Round 1 x 1 Open Stud","stack"
"3710#6","3710","plate","Plate 1 x 4","3624#1","3624","minifig","Cap, Police Style","touch"
"3710#6","3710","plate","Plate 1 x 4","3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","touch"
"3710#6","3710","plate","Plate 1 x 4","973d03#1","973d03","other","973d03","stack"
"3062b#1","3062b","cone","Brick Round 1 x 1 Open Stud","3624#1","3624","minifig","Cap, Police Style","stack"
"3062b#1","3062b","cone","Brick Round 1 x 1 Open Stud","3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","stack"
"3624#1","3624","minifig","Cap, Police Style","3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","touch"
"3624#1","3624","minifig","Cap, Police Style","973d03#1","973d03","other","973d03","stack"
"3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","973d03#1","973d03","other","973d03","stack"
"973d03#1","973d03","other","973d03","3815#1","3815","other","3815","stack"
"973d03#1","973d03","other","973d03","3818#1","3818","other","3818","touch"
"973d03#1","973d03","other","973d03","3819#1","3819","other","3819","touch"
"973d03#1","973d03","other","973d03","3820#1","3820","minifig","Minifig Hand","touch"
"973d03#1","973d03","other","973d03","3820#2","3820","minifig","Minifig Hand","touch"
"3815#1","3815","other","3815","3818#1","3818","other","3818","stack"
"3815#1","3815","other","3815","3819#1","3819","other","3819","stack"
"3815#1","3815","other","3815","3820#1","3820","minifig","Minifig Hand","stack"
"3815#1","3815","other","3815","3820#2","3820","minifig","Minifig Hand","stack"
"3815#1","3815","other","3815","3816#1","3816","minifig","Leg, Right","touch"
"3815#1","3815","other","3815","3817#1","3817","minifig","Leg, Left","touch"
"3818#1","3818","other","3818","3819#1","3819","other","3819","touch"
"3818#1","3818","other","3818","3820#1","3820","minifig","Minifig Hand","touch"
"3819#1","3819","other","3819","3820#2","3820","minifig","Minifig Hand","touch"
"3816#1","3816","minifig","Leg, Right","3817#1","3817","minifig","Leg, Left","touch"
