"part_A","num_A","fam_A","name_A","part_B","num_B","fam_B","name_B","criterion"
"3024#4","3024","plate","Plate 1 x 1","3020#2","3020","plate","Plate 2 x 4","touch"
"4070#2","4070","brick","Brick Special 1 x 1 with Headlight","3020#1","3020","plate","Plate 2 x 4","touch"
"4070#2","4070","brick","Brick Special 1 x 1 with Headlight","3823#1","3823","panel","Windscreen 2 x 4 x 2","stack"
"4070#2","4070","brick","Brick Special 1 x 1 with Headlight","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"4070#3","4070","brick","Brick Special 1 x 1 with Headlight","3020#2","3020","plate","Plate 2 x 4","touch"
"4070#3","4070","brick","Brick Special 1 x 1 with Headlight","3823#2","3823","panel","Windscreen 2 x 4 x 2","stack"
"4070#3","4070","brick","Brick Special 1 x 1 with Headlight","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"4070#4","4070","brick","Brick Special 1 x 1 with Headlight","3020#2","3020","plate","Plate 2 x 4","touch"
"4070#4","4070","brick","Brick Special 1 x 1 with Headlight","3823#2","3823","panel","Windscreen 2 x 4 x 2","stack"
"4070#4","4070","brick","Brick Special 1 x 1 with Headlight","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3020#1","3020","plate","Plate 2 x 4","3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","touch"
"3020#1","3020","plate","Plate 2 x 4","3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","touch"
"3020#1","3020","plate","Plate 2 x 4","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3822p02#1","3822p02","panel","Door 1 x 3 x 1 Left","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3020#2","3020","plate","Plate 2 x 4","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3821p02#1","3821p02","panel","Door 1 x 3 x 1 Right","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3823#2","3823","panel","Windscreen 2 x 4 x 2","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","4315#1","4315","slope","Hinge Vehicle Roof Holder 1 x 4","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","4213#1","4213","slope","Hinge Vehicle Roof 4 x 4","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3794a#1","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3794a#2","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3024#5","3024","plate","Plate 1 x 1","stack"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3024#6","3024","plate","Plate 1 x 1","stack"
"3823#2","3823","panel","Windscreen 2 x 4 x 2","4315#1","4315","slope","Hinge Vehicle Roof Holder 1 x 4","touch"
"3823#2","3823","panel","Windscreen 2 x 4 x 2","4213#1","4213","slope","Hinge Vehicle Roof 4 x 4","touch"
"3823#2","3823","panel","Windscreen 2 x 4 x 2","3794a#1","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","touch"
"3823#2","3823","panel","Windscreen 2 x 4 x 2","3794a#2","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","touch"
"3823#2","3823","panel","Windscreen 2 x 4 x 2","3024#5","3024","plate","Plate 1 x 1","stack"
"3823#2","3823","panel","Windscreen 2 x 4 x 2","3024#6","3024","plate","Plate 1 x 1","stack"
"4315#1","4315","slope","Hinge Vehicle Roof Holder 1 x 4","4213#1","4213","slope","Hinge Vehicle Roof 4 x 4","touch"
"4315#1","4315","slope","Hinge Vehicle Roof Holder 1 x 4","3794a#1","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","touch"
"4315#1","4315","slope","Hinge Vehicle Roof Holder 1 x 4","3794a#2","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","touch"
"4315#1","4315","slope","Hinge Vehicle Roof Holder 1 x 4","3024#5","3024","plate","Plate 1 x 1","touch"
"4315#1","4315","slope","Hinge Vehicle Roof Holder 1 x 4","3024#6","3024","plate","Plate 1 x 1","touch"
"4213#1","4213","slope","Hinge Vehicle Roof 4 x 4","3794a#1","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","touch"
"4213#1","4213","slope","Hinge Vehicle Roof 4 x 4","3794a#2","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","touch"
"4213#1","4213","slope","Hinge Vehicle Roof 4 x 4","3024#5","3024","plate","Plate 1 x 1","touch"
"4213#1","4213","slope","Hinge Vehicle Roof 4 x 4","3024#6","3024","plate","Plate 1 x 1","touch"
"3794a#1","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","3024#6","3024","plate","Plate 1 x 1","touch"
"3794a#2","3794a","plate","Plate Special 1 x 2 with 1 Stud without Groove (Jumper)","3024#5","3024","plate","Plate 1 x 1","touch"
"122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","tyre-hub"
"122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","3641#4","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3624#1","3624","minifig","Cap, Police Style","3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","touch"
"3624#1","3624","minifig","Cap, Police Style","973p1f#1","973p1f","other","973p1f","stack"
"3624#1","3624","minifig","Cap, Police Style","3819#1","3819","other","3819","stack"
"3624#1","3624","minifig","Cap, Police Style","3818#1","3818","other","3818","stack"
"3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","973p1f#1","973p1f","other","973p1f","stack"
"3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","3819#1","3819","other","3819","stack"
"3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","3818#1","3818","other","3818","stack"
"973p1f#1","973p1f","other","973p1f","3815#1","3815","other","3815","stack"
"973p1f#1","973p1f","other","973p1f","3819#1","3819","other","3819","touch"
"973p1f#1","973p1f","other","973p1f","3818#1","3818","other","3818","touch"
"973p1f#1","973p1f","other","973p1f","3820#1","3820","minifig","Minifig Hand","stack"
"973p1f#1","973p1f","other","973p1f","3820#2","3820","minifig","Minifig Hand","touch"
"3815#1","3815","other","3815","3819#1","3819","other","3819","stack"
"3815#1","3815","other","3815","3818#1","3818","other","3818","stack"
"3815#1","3815","other","3815","3820#1","3820","minifig","Minifig Hand","touch"
"3815#1","3815","other","3815","3820#2","3820","minifig","Minifig Hand","stack"
"3815#1","3815","other","3815","3817#1","3817","minifig","Leg, Left","touch"
"3815#1","3815","other","3815","3816#1","3816","minifig","Leg, Right","touch"
"3819#1","3819","other","3819","3818#1","3818","other","3818","touch"
"3819#1","3819","other","3819","3820#1","3820","minifig","Minifig Hand","touch"
"3819#1","3819","other","3819","3820#2","3820","minifig","Minifig Hand","touch"
"3818#1","3818","other","3818","3820#2","3820","minifig","Minifig Hand","touch"
"3820#1","3820","minifig","Minifig Hand","3820#2","3820","minifig","Minifig Hand","touch"
"3820#1","3820","minifig","Minifig Hand","3817#1","3817","minifig","Leg, Left","stack"
"3820#1","3820","minifig","Minifig Hand","3816#1","3816","minifig","Leg, Right","stack"
"3820#2","3820","minifig","Minifig Hand","3817#1","3817","minifig","Leg, Left","stack"
"3820#2","3820","minifig","Minifig Hand","3816#1","3816","minifig","Leg, Right","stack"
"3817#1","3817","minifig","Leg, Left","3816#1","3816","minifig","Leg, Right","touch"
