"part_A","num_A","fam_A","name_A","part_B","num_B","fam_B","name_B","criterion"
"3004#1","3004","brick","Brick 1 x 2","3622#3","3622","brick","Brick 1 x 3","touch"
"3004#1","3004","brick","Brick 1 x 2","3622#5","3622","brick","Brick 1 x 3","touch"
"3004#1","3004","brick","Brick 1 x 2","3038#2","3038","slope","Slope 45° 2 x 3","touch"
"3004#1","3004","brick","Brick 1 x 2","3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","touch"
"3004#1","3004","brick","Brick 1 x 2","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3004#2","3004","brick","Brick 1 x 2","3038#1","3038","slope","Slope 45° 2 x 3","touch"
"3004#2","3004","brick","Brick 1 x 2","3622#3","3622","brick","Brick 1 x 3","touch"
"3004#2","3004","brick","Brick 1 x 2","3622#5","3622","brick","Brick 1 x 3","touch"
"3004#2","3004","brick","Brick 1 x 2","3038#2","3038","slope","Slope 45° 2 x 3","touch"
"3004#2","3004","brick","Brick 1 x 2","3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","touch"
"3004#2","3004","brick","Brick 1 x 2","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3622#2","3622","brick","Brick 1 x 3","3023#1","3023","plate","Plate 1 x 2","touch"
"3622#2","3622","brick","Brick 1 x 3","3622#3","3622","brick","Brick 1 x 3","touch"
"3622#2","3622","brick","Brick 1 x 3","3622#4","3622","brick","Brick 1 x 3","touch"
"3622#2","3622","brick","Brick 1 x 3","3622#5","3622","brick","Brick 1 x 3","touch"
"3622#2","3622","brick","Brick 1 x 3","3038#2","3038","slope","Slope 45° 2 x 3","touch"
"3622#2","3622","brick","Brick 1 x 3","3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","touch"
"3622#2","3622","brick","Brick 1 x 3","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3460#3","3460","plate","Plate 1 x 8","3460#4","3460","plate","Plate 1 x 8","touch"
"3023#1","3023","plate","Plate 1 x 2","3622#3","3622","brick","Brick 1 x 3","stack"
"3023#1","3023","plate","Plate 1 x 2","3622#4","3622","brick","Brick 1 x 3","touch"
"3023#1","3023","plate","Plate 1 x 2","3622#5","3622","brick","Brick 1 x 3","stack"
"3023#1","3023","plate","Plate 1 x 2","3038#2","3038","slope","Slope 45° 2 x 3","stack"
"3623#1","3623","plate","Plate 1 x 3","3481#1","3481","plate","Plate Special 2 x 2 with Helicopter Tail Rotor Holder","touch"
"3623#1","3623","plate","Plate 1 x 3","3040b#1","3040b","technic","Slope 45° 2 x 1 with Bottom Pin","stack"
"3038#1","3038","slope","Slope 45° 2 x 3","3622#3","3622","brick","Brick 1 x 3","touch"
"3038#1","3038","slope","Slope 45° 2 x 3","3622#5","3622","brick","Brick 1 x 3","touch"
"3038#1","3038","slope","Slope 45° 2 x 3","3038#2","3038","slope","Slope 45° 2 x 3","touch"
"3038#1","3038","slope","Slope 45° 2 x 3","3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","touch"
"3038#1","3038","slope","Slope 45° 2 x 3","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3038#1","3038","slope","Slope 45° 2 x 3","3460#5","3460","plate","Plate 1 x 8","stack"
"3038#1","3038","slope","Slope 45° 2 x 3","3460#6","3460","plate","Plate 1 x 8","stack"
"3038#1","3038","slope","Slope 45° 2 x 3","3460#7","3460","plate","Plate 1 x 8","stack"
"3622#3","3622","brick","Brick 1 x 3","3622#4","3622","brick","Brick 1 x 3","touch"
"3622#3","3622","brick","Brick 1 x 3","3622#5","3622","brick","Brick 1 x 3","touch"
"3622#3","3622","brick","Brick 1 x 3","3038#2","3038","slope","Slope 45° 2 x 3","touch"
"3622#3","3622","brick","Brick 1 x 3","3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","touch"
"3622#3","3622","brick","Brick 1 x 3","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3622#3","3622","brick","Brick 1 x 3","3460#7","3460","plate","Plate 1 x 8","stack"
"3622#3","3622","brick","Brick 1 x 3","3460#8","3460","plate","Plate 1 x 8","stack"
"3622#4","3622","brick","Brick 1 x 3","3622#5","3622","brick","Brick 1 x 3","touch"
"3622#4","3622","brick","Brick 1 x 3","3038#2","3038","slope","Slope 45° 2 x 3","touch"
"3622#4","3622","brick","Brick 1 x 3","3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","touch"
"3622#4","3622","brick","Brick 1 x 3","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3622#5","3622","brick","Brick 1 x 3","3038#2","3038","slope","Slope 45° 2 x 3","touch"
"3622#5","3622","brick","Brick 1 x 3","3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","touch"
"3622#5","3622","brick","Brick 1 x 3","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3622#5","3622","brick","Brick 1 x 3","3460#7","3460","plate","Plate 1 x 8","stack"
"3622#5","3622","brick","Brick 1 x 3","3460#8","3460","plate","Plate 1 x 8","stack"
"3038#2","3038","slope","Slope 45° 2 x 3","3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","touch"
"3038#2","3038","slope","Slope 45° 2 x 3","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3038#2","3038","slope","Slope 45° 2 x 3","3460#5","3460","plate","Plate 1 x 8","stack"
"3038#2","3038","slope","Slope 45° 2 x 3","3460#6","3460","plate","Plate 1 x 8","stack"
"3038#2","3038","slope","Slope 45° 2 x 3","3460#8","3460","plate","Plate 1 x 8","stack"
"3481#1","3481","plate","Plate Special 2 x 2 with Helicopter Tail Rotor Holder","3005#1","3005","brick","Brick 1 x 1","stack"
"3481#1","3481","plate","Plate Special 2 x 2 with Helicopter Tail Rotor Holder","3480#1","3480","other","Propeller 2 Blade","touch"
"3481#1","3481","plate","Plate Special 2 x 2 with Helicopter Tail Rotor Holder","3040b#1","3040b","technic","Slope 45° 2 x 1 with Bottom Pin","stack"
"3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","3461#1","3461","other","Propeller 4 Blade 5 Diameter with Hole for Rotor Holder","touch"
"3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","3460#5","3460","plate","Plate 1 x 8","stack"
"3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","3460#6","3460","plate","Plate 1 x 8","stack"
"3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","3460#7","3460","plate","Plate 1 x 8","stack"
"3462#1","3462","plate","Plate Special 2 x 3 with Helicopter Rotor Holder","3460#8","3460","plate","Plate 1 x 8","stack"
"3005#1","3005","brick","Brick 1 x 1","3480#1","3480","other","Propeller 2 Blade","stack"
"3005#1","3005","brick","Brick 1 x 1","3040b#1","3040b","technic","Slope 45° 2 x 1 with Bottom Pin","touch"
"3005#1","3005","brick","Brick 1 x 1","3040b#2","3040b","technic","Slope 45° 2 x 1 with Bottom Pin","touch"
"3480#1","3480","other","Propeller 2 Blade","3040b#1","3040b","technic","Slope 45° 2 x 1 with Bottom Pin","stack"
"3460#5","3460","plate","Plate 1 x 8","3460#7","3460","plate","Plate 1 x 8","touch"
"3460#5","3460","plate","Plate 1 x 8","3460#8","3460","plate","Plate 1 x 8","touch"
"3460#6","3460","plate","Plate 1 x 8","3460#7","3460","plate","Plate 1 x 8","touch"
"3460#6","3460","plate","Plate 1 x 8","3460#8","3460","plate","Plate 1 x 8","touch"
"3040b#1","3040b","technic","Slope 45° 2 x 1 with Bottom Pin","3040b#2","3040b","technic","Slope 45° 2 x 1 with Bottom Pin","touch"
