"part_A","num_A","fam_A","name_A","part_B","num_B","fam_B","name_B","criterion"
"3010#1","3010","brick","Brick 1 x 4","3823#1","3823","panel","Windscreen 2 x 4 x 2","touch"
"3010#1","3010","brick","Brick 1 x 4","3020#2","3020","plate","Plate 2 x 4","touch"
"3005#1","3005","brick","Brick 1 x 1","3004#1","3004","brick","Brick 1 x 2","touch"
"3005#1","3005","brick","Brick 1 x 1","3823#1","3823","panel","Windscreen 2 x 4 x 2","touch"
"3005#1","3005","brick","Brick 1 x 1","3020#2","3020","plate","Plate 2 x 4","touch"
"3005#1","3005","brick","Brick 1 x 1","3062b#1","3062b","cone","Brick Round 1 x 1 Open Stud","touch"
"3005#2","3005","brick","Brick 1 x 1","3004#1","3004","brick","Brick 1 x 2","touch"
"3005#2","3005","brick","Brick 1 x 1","3823#1","3823","panel","Windscreen 2 x 4 x 2","touch"
"3005#2","3005","brick","Brick 1 x 1","3020#2","3020","plate","Plate 2 x 4","touch"
"3004#1","3004","brick","Brick 1 x 2","3823#1","3823","panel","Windscreen 2 x 4 x 2","touch"
"3004#1","3004","brick","Brick 1 x 2","3020#2","3020","plate","Plate 2 x 4","touch"
"3004#1","3004","brick","Brick 1 x 2","3062b#1","3062b","cone","Brick Round 1 x 1 Open Stud","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3020#2","3020","plate","Plate 2 x 4","touch"
"3823#1","3823","panel","Windscreen 2 x 4 x 2","3062b#1","3062b","cone","Brick Round 1 x 1 Open Stud","stack"
"3020#2","3020","plate","Plate 2 x 4","3062b#1","3062b","cone","Brick Round 1 x 1 Open Stud","stack"
"3834#1","3834","minifig","Helmet Fire","3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","touch"
"3834#1","3834","minifig","Helmet Fire","973d02#1","973d02","other","973d02","stack"
"3626bp01#1","3626bp01","minifig","Minifig Head [Plain] [Blocked Open Stud]","973d02#1","973d02","other","973d02","stack"
"973d02#1","973d02","other","973d02","3815#1","3815","other","3815","stack"
"973d02#1","973d02","other","973d02","3818#1","3818","other","3818","touch"
"973d02#1","973d02","other","973d02","3819#1","3819","other","3819","touch"
"973d02#1","973d02","other","973d02","3820#1","3820","minifig","Minifig Hand","stack"
"973d02#1","973d02","other","973d02","3820#2","3820","minifig","Minifig Hand","stack"
"3815#1","3815","other","3815","3818#1","3818","other","3818","stack"
"3815#1","3815","other","3815","3819#1","3819","other","3819","stack"
"3815#1","3815","other","3815","3820#1","3820","minifig","Minifig Hand","touch"
"3815#1","3815","other","3815","3820#2","3820","minifig","Minifig Hand","touch"
"3815#1","3815","other","3815","3816#1","3816","minifig","Leg, Right","touch"
"3815#1","3815","other","3815","3817#1","3817","minifig","Leg, Left","touch"
"3818#1","3818","other","3818","3820#1","3820","minifig","Minifig Hand","touch"
"3819#1","3819","other","3819","3820#2","3820","minifig","Minifig Hand","touch"
"3820#1","3820","minifig","Minifig Hand","3835#1","3835","minifig","Weapon Axe","touch"
"3820#1","3820","minifig","Minifig Hand","3816#1","3816","minifig","Leg, Right","stack"
"3820#1","3820","minifig","Minifig Hand","3817#1","3817","minifig","Leg, Left","stack"
"3820#2","3820","minifig","Minifig Hand","3816#1","3816","minifig","Leg, Right","touch"
"3820#2","3820","minifig","Minifig Hand","3817#1","3817","minifig","Leg, Left","touch"
"3816#1","3816","minifig","Leg, Right","3817#1","3817","minifig","Leg, Left","touch"
